	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20
1	0.256455178139731	0.638057266362011	0.231048083864152	0.438217588700354	0.623576438054442	0.763542248401791	0.958170262398198	0.183274284237996	0.797461213776842	0.648726160638034	0.468670254573226	0.655013837851584	0.921606592135504	0.594342068536207	0.170782126486301	0.712247119517997	0.178241451270878	0.307873504469171	0.673899640794843	0.914117079693824
2	0.972973643569276	0.777497839415446	0.068246582057327	0.154345946386456	0.114038875559345	0.464778156252578	0.142139080911875	0.738994959741831	0.431451770476997	0.822509244084358	0.14500110805966	0.731913102092221	0.778153762221336	0.93789126444608	0.484444840811193	0.828403183724731	0.212819423992187	0.76973367575556	0.432657552417368	0.779113262426108
3	0.615921525051817	0.329598086653277	0.274839647347108	0.549394469941035	0.117813958320767	0.61809453368187	0.336224078666419	0.6731186225079	0.540771305328235	0.397290263092145	0.0750056151300669	0.0387413036078215	0.931150439195335	0.484271814115345	0.604722865391523	0.316120516043156	0.221131057245657	0.241526995785534	0.963692706311122	0.582785713253543
4	0.312585523584858	0.0761342395562679	0.328919499879703	0.768097392981872	0.919481845805421	0.987248345743865	0.450547002023086	0.403624268248677	0.489394789328799	0.305629637325183	0.85715761478059	0.91774379927665	0.876711350632831	0.742832613643259	0.308607268612832	0.645899491151795	0.962477077497169	0.715516358381137	0.928157946327701	0.256234576227143
5	0.352479117922485	0.804929183097556	0.971368931001052	0.935418785782531	0.207689073868096	0.211823396617547	0.679793135030195	0.912993851583451	0.382954254513606	0.097546104574576	0.543578450102359	0.450110315112397	0.981245347065851	0.439011223381385	0.599090479779989	0.441816430306062	0.407061244593933	0.661570081021637	0.00105306901969016	0.145598847419024
6	0.333417886868119	0.909605313558131	0.231186562217772	0.0262707476504147	0.203891358338296	0.883076266385615	0.7943844597321	0.504466568585485	0.221156109590083	0.252595726866275	0.266708804760128	0.27600520523265	0.147412434918806	0.541127523873001	0.193161003524438	0.644190312596038	0.517800369532779	0.432619951432571	0.327329176943749	0.0278968350030482
7	0.851010773098096	0.56455935863778	0.96280702482909	0.694365497678518	0.830375639488921	0.0482704029418528	0.452633092179894	0.929938530782238	0.191015088232234	0.69539452297613	0.867884597508237	0.8286489371676	0.802807349711657	0.0275175150018185	0.826331818941981	0.879573111189529	0.683265493018553	0.0803305886220187	0.354917830089107	0.0610887065995485
8	0.49051992688328	0.5690168638248	0.660898119444028	0.977329282090068	0.79171187710017	0.35773980547674	0.956992712337524	0.141648034565151	0.352559603052214	0.713535572169349	0.446544906822965	0.722686492837965	0.930363904917613	0.0490683340467513	0.563366625225171	0.69095296645537	0.511809235205874	0.819130759686232	0.332948179217055	0.646298566600308
9	0.438132905401289	0.566292052390054	0.784343408187851	0.0568689529318362	0.867922076722607	0.480533262947574	0.0926339004654437	0.36155718867667	0.217682914109901	0.0787285550031811	0.429061767179519	0.649029529187828	0.537915899185464	0.324316862272099	0.810829428257421	0.935245723230764	0.915548708057031	0.848932343302295	0.187164756469429	0.0537114965263754
10	0.671447457512841	0.0550311265978962	0.170772850513458	0.304705690825358	0.286978533491492	0.575615342240781	0.0555024470668286	0.992593365954235	0.444523842306808	0.625537754036486	0.126917621819302	0.145730799995363	0.570848698960617	0.978574607055634	0.449663797626272	0.624833918176591	0.145790223265067	0.427917245076969	0.608416237169877	0.35474499873817
11	0.107143457280472	0.648869873955846	0.217245796695352	0.570696393260732	0.113979846471921	0.366892416262999	0.290334125515074	0.77627582475543	0.581845210166648	0.0674755873624235	0.392014808719978	0.338923925068229	0.200165310641751	0.483036228921264	0.977498946711421	0.87979598576203	0.832117357989773	0.257332106353715	0.796713510761037	0.99613562785089
12	0.119035450508818	0.0393501513171941	0.851324766408652	0.194653572747484	0.722219586372375	0.875115958740935	0.234208510955796	0.0981958587653935	0.827386998338625	0.622007983736694	0.796678052283823	0.698205520166084	0.358145789243281	0.274203433189541	0.0577936780173331	0.564186686649919	0.448023891309276	0.391350438818336	0.512808659579605	0.234416224760935
13	0.754258924396709	0.281840186333284	0.165519421221688	0.814074575668201	0.885134574025869	0.645002502715215	0.0844983973074704	0.415383417857811	0.551969078136608	0.669920605840161	0.623330273199826	0.509399486938491	0.0914479210041463	0.2361943165306	0.0193860216531903	0.21943730302155	0.084118926897645	0.223223742796108	0.930175571702421	0.450709958793595
14	0.479681111872196	0.401468128664419	0.449836204526946	0.727151070721447	0.201993417227641	0.933858972042799	0.806273719994351	0.0441698669455945	0.448756899684668	0.352240302832797	0.539165468886495	0.78014599182643	0.384938647504896	0.732650109101087	0.499736794270575	0.125340621219948	0.70118096913211	0.493657314684242	0.542510590516031	0.978933589300141
15	0.112854917999357	0.908555623376742	0.150877711828798	0.75022248737514	0.622981683118269	0.498913674382493	0.314948093378916	0.809684089384973	0.514475440373644	0.492220738204196	0.643932948587462	0.203599109547213	0.0210401290096343	0.504352259449661	0.957720712292939	0.555266604525968	0.102392498403788	0.836126696085557	0.764121842104942	0.739807447884232
16	0.879337864229456	0.52570799831301	0.77825950155966	0.098648916464299	0.845947431167588	0.470940252998844	0.0297601416241378	0.719961814349517	0.289839096367359	0.548936622915789	0.886262266663834	0.757097838679329	0.550061749992892	0.0307348822243512	0.547093520173803	0.295261467108503	0.945967346895486	0.915899459971115	0.737062654923648	0.336088285315782
17	0.287175593432039	0.471985992975533	0.742034238297492	0.966229141689837	0.9354606885463	0.506711584050208	0.576446062419564	0.929417551029474	0.964165223063901	0.531848429236561	0.100761051755399	0.912550479406491	0.766864695586264	0.650190877728164	0.39409459172748	0.644949843874201	0.747788650216535	0.460195232415572	0.766568383434787	0.779247037833557
18	0.943633888848126	0.341537652770057	0.513476696796715	0.852752357255667	0.836259534582496	0.586495171766728	0.0517075345851481	0.408132719108835	0.559348433278501	0.305272989906371	0.0802812869660556	0.281448366353288	0.391297690104693	0.689032954862341	0.458845302695408	0.370660889428109	0.332407335285097	0.285162554355338	0.0624719019979239	0.856167278019711
19	0.462242724373937	0.477268085349351	0.445952377049252	0.0164901888929307	0.518895015120506	0.48709037550725	0.384272482944652	0.17330450261943	0.242257609963417	0.607173865195364	0.713956135092303	0.140489489538595	0.574117071926594	0.804544132435694	0.684935763012618	0.0194277041591704	0.283231935231015	0.595628214301541	0.694437742000446	0.5373549554497
20	0.9734163552057	0.3382608871907	0.449217525543645	0.46912260260433	0.506171744549647	0.804688131203875	0.0335525958798826	0.749951847363263	0.223302685189992	0.711393070407212	0.577489171875641	0.756476574344561	0.170712105929852	0.796218434115872	0.359812003094703	0.111574857262895	0.681265848688781	0.952461438719183	0.653851413400844	0.497078115819022
21	0.644545676885173	0.231319224229082	0.660902058705688	0.306008546380326	0.00911587453447282	0.0206923100631684	0.0877648731693625	0.652282875031233	0.421332308324054	0.255229469854385	0.314436479471624	0.835384016623721	0.933689296711236	0.892780425027013	0.541973998071626	0.944270743755624	0.595225441269577	0.301891261013225	0.753140792483464	0.253688186407089
22	0.399238451849669	0.124610442435369	0.445823737420142	0.877464447170496	0.390795077430084	0.689769443357363	0.118669005343691	0.385117969010025	0.508625193731859	0.0904038038570434	0.297950612846762	0.648573107086122	0.191932691726834	0.956616906449199	0.66714737098664	0.847771098138765	0.812366902595386	0.912090402795002	0.732037755660713	0.131557651795447
23	0.106784482719377	0.362230459228158	0.0712584985885769	0.738138281507418	0.0122573811095208	0.244737775065005	0.296462253201753	0.634410962462425	0.887262343196198	0.590028426609933	0.85699167358689	0.260012951679528	0.613943584961817	0.860456742579117	0.414079811889678	0.866737837670371	0.818688908359036	0.836912026396021	0.105379685061052	0.859212365932763
24	0.860466322861612	0.737831329228356	0.554502816870809	0.815795244183391	0.43364034825936	0.583016956225038	0.398102254373953	0.280649879015982	0.411421893164515	0.627510393271223	0.0524567475076765	0.531490885652602	0.683859658660367	0.79006001050584	0.209978895261884	0.678061858052388	0.74533362290822	0.174855880439281	0.87943465821445	0.466571865836158
25	0.201333101605996	0.849676586687565	0.516480776714161	0.911771208746359	0.91854308731854	0.268798844888806	0.371615707408637	0.0861396372783929	0.313979153521359	0.144234512234107	0.368644000962377	0.706069280393422	0.620501715922728	0.789771938929334	0.239649099064991	0.157521590590477	0.771558567648754	0.51209304574877	0.661233376944438	0.942561899311841
26	0.872993272729218	0.884938773000613	0.798362169414759	0.344486853340641	0.725963753415272	0.569694919511676	0.572334867203608	0.132242068182677	0.365525460336357	0.210931837791577	0.821201410144567	0.781990532297641	0.778455903287977	0.417951394803822	0.741074537858367	0.680428979918361	0.963258476229385	0.212835769169033	0.353700082283467	0.335105649195611
27	0.768896962981671	0.745103871216998	0.0979350972920656	0.395135283237323	0.157781316433102	0.953927148366347	0.882979391608387	0.849484682781622	0.551813483471051	0.986230363370851	0.92433607019484	0.367469978751615	0.486578708980232	0.546350348507985	0.781464401865378	0.415641722269356	0.904874634696171	0.0177952200174332	0.229538693558425	0.588766022585332
28	0.824626244138926	0.648926016176119	0.111249575391412	0.933057885384187	0.0900707291439176	0.344156882492825	0.663523414637893	0.59193749120459	0.0181948223616928	0.358595454134047	0.966775938868523	0.680805549956858	0.467498787911609	0.815788895590231	0.608761835144833	0.432348936563358	0.527343085967004	0.553991181543097	0.0097170986700803	0.875859092921019
29	0.61645113537088	0.748761088820174	0.968060649931431	0.992345948237926	0.885817798087373	0.722707635955885	0.874207254499197	0.40446024434641	0.514441339764744	0.27492177975364	0.441140533192083	0.731215508189052	0.101962558692321	0.609804929001257	0.408183315768838	0.0481722694821656	0.292835106374696	0.548131144139916	0.17580619151704	0.151162860449404
30	0.342257145326585	0.244880381971598	0.604898487450555	0.889951195335016	0.22066455357708	0.328797935508192	0.233634871896356	0.187604885781184	0.587497849715874	0.50282350089401	0.249637631466612	0.063355213496834	0.0665767064783722	0.409880293300375	0.125709263375029	0.121510694269091	0.171017291024327	0.991926489630714	0.376709721982479	0.460587836569175
31	0.355552123393863	0.742869012057781	0.10971004026942	0.253352478379384	0.963401964167133	0.37116713845171	0.414798083947971	0.66218277416192	0.440647579496726	0.366789303487167	0.16161197819747	0.585139095783234	0.918231072369963	0.739837188040838	0.967963297618553	0.23576106200926	0.40801374358125	0.804322419920936	0.664377782959491	0.870387603528798
32	0.0158210578374565	0.828938276739791	0.630168580682948	0.873578998493031	0.335094935726374	0.320302202831954	0.36106375278905	0.153174547245726	0.773020714754239	0.832088897703215	0.970476967282593	0.772844097577035	0.5619665926788	0.623853046214208	0.799106305232272	0.651958928909153	0.550542638404295	0.154086542548612	0.148678153986111	0.0134972804225981
33	0.214588461210951	0.984911704435945	0.37709874426946	0.941703436197713	0.313544345088303	0.0204196439590305	0.376972915139049	0.285534888738766	0.060602032346651	0.476686195703223	0.76008888008073	0.657168351579458	0.521745086880401	0.665729427244514	0.990877804346383	0.363768263254315	0.550579483155161	0.166869190754369	0.365624031750485	0.657968991436064
